hit_name,qseqid,pident,db,taxon_name
B999,1_1102_8618_11994_lib_ATTGGC_tag_ATAGCA,100,local,NA
BM1092,1_2107_15099_9710_lib_GATCTG_tag_AGCTAG,100,local,NA
BM112,1_2114_2199_13483_lib_ATTGGC_tag_AGTCAT,99.649,local,NA
BM112,1_1103_11994_17621_lib_ATTGGC_tag_AGTGTA,100,local,NA
BM112,1_1112_21005_2993_lib_CACTGT_tag_AGTCAT,99.298,local,NA
BM112,1_2106_10693_10797_lib_TGACAT_tag_ACGTAT,98.947,local,NA
BM112,1_1112_15849_5178_lib_TGGTCA_tag_ACAGTC,99.298,local,NA
BM161,1_1101_11255_20991_lib_TGACAT_tag_AGTCAT,100,local,NA
BM161,1_1101_11295_11054_lib_TGACAT_tag_AGTCAT,100,local,NA
BM161,1_1111_19943_1468_lib_TGACAT_tag_AGTCAT,98.718,local,NA
BM161,1_1101_3458_10832_lib_TGACAT_tag_AGTCAT,98.722,local,NA
BM161,1_1111_9827_16597_lib_TGACAT_tag_AGTCAT,98.392,local,NA
BM229;BMBM-0619,1_1112_20502_20502_lib_TGACAT_tag_ACGTAT,100,local,Hermadion_truncata;NA
BM530,1_1101_11754_15159_lib_ACATCG_tag_ACAGTC,99.361,local,NA
BM530,1_1103_9436_17807_lib_ACATCG_tag_ACTAGC,99.042,local,NA
BM530,1_1108_14953_19465_lib_ACATCG_tag_ATAGCA,98.722,local,NA
BM530,1_1117_28592_11655_lib_ACATCG_tag_ATAGCA,98.403,local,NA
BM530,1_1103_16156_9449_lib_ACATCG_tag_ATAGCA,98.722,local,NA
BM530,1_1101_19389_24771_lib_ACATCG_tag_ATCGAC,99.361,local,NA
BM530,1_1110_9518_13033_lib_ATTGGC_tag_ACTAGC,98.722,local,NA
BM530,1_1104_14791_12727_lib_GGAACT_tag_ATAGCA,98.722,local,NA
BM530,1_1101_10256_17694_lib_GGACGG_tag_ACGTAT,98.722,local,NA
BM550,1_1103_10814_7647_lib_ACATCG_tag_AGCTAG,98.722,local,NA
BM550,1_1104_19788_16994_lib_GATCTG_tag_AGCTAG,99.361,local,NA
BM550,1_1101_10420_12740_lib_GGAACT_tag_ACTAGC,99.042,local,NA
BM550,1_1106_7875_19173_lib_GGACGG_tag_AGTGTA,98.403,local,NA
BM555,1_1111_23108_7037_lib_ATTGGC_tag_AGTCAT,99.681,local,NA
BM671,1_2110_4286_9186_lib_ATTGGC_tag_ACTAGC,99.65,local,NA
BM671,1_2113_16469_10164_lib_GGACGG_tag_ACTAGC,100,local,NA
BM671,1_1104_10508_9213_lib_TGGTCA_tag_ATGTCG,99.65,local,NA
BM868,1_2105_20163_23496_lib_ACATCG_tag_AGTGTA,100,local,NA
BM876;BMBM-0976,1_1115_24323_6661_lib_ACATCG_tag_ACAGTC,100,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1102_8366_12155_lib_ATTGGC_tag_ACAGTC,100,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1116_11349_13415_lib_ATTGGC_tag_ATAGCA,99.673,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_2104_4613_18461_lib_ATTGGC_tag_ATAGCA,98.714,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1117_7192_19082_lib_TACAAG_tag_AGCTAG,98.718,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1104_16538_5705_lib_TACAAG_tag_ATAGCA,99.681,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1103_14546_21733_lib_TACAAG_tag_ATAGCA,99.042,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1113_23857_9673_lib_TACAAG_tag_ATAGCA,100,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1106_11973_23830_lib_TACAAG_tag_ATAGCA,100,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1112_11269_9574_lib_TACAAG_tag_ATAGCA,99.042,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_2104_9748_16307_lib_ATTGGC_tag_ATAGCA,100,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1118_20195_19915_lib_TACAAG_tag_ATGTCG,99.681,local,Amphiascopsis_sp._1;NA
BM876;BMBM-0976,1_1113_8799_19559_lib_TACAAG_tag_ATAGCA,99.359,local,Amphiascopsis_sp._1;NA
BM880,1_1119_25617_4372_lib_GGAACT_tag_ATCGAC,99.359,local,NA
BM880,1_1116_7746_14630_lib_GGACGG_tag_ATCGAC,99.042,local,NA
BM881,1_1106_18256_4357_lib_CACTGT_tag_ATCGAC,100,local,NA
BM881,1_1119_5024_16710_lib_GGAACT_tag_AGTCAT,99.647,local,NA
BM881,1_1108_20973_8659_lib_GGACGG_tag_AGTGTA,98.94,local,NA
BM882,1_1101_11547_20480_lib_ATTGGC_tag_ACTAGC,99.361,local,NA
BM882,1_1113_8054_11844_lib_ATTGGC_tag_ACTAGC,99.355,local,NA
BM882,1_1103_27271_10797_lib_TGGTCA_tag_AGCTAG,99.032,local,NA
BM882,1_1101_10331_9094_lib_ATTGGC_tag_ACTAGC,99.357,local,NA
BM882,1_2107_16581_22794_lib_ATTGGC_tag_ACTAGC,99.679,local,NA
BM882,1_1101_16735_13705_lib_ATTGGC_tag_ACTAGC,99.359,local,NA
BM882,1_1119_10778_24388_lib_TGGTCA_tag_AGCTAG,98.033,local,NA
BM882,1_1102_24063_19835_lib_TGGTCA_tag_AGCTAG,98.397,local,NA
BM882,1_2112_18271_5989_lib_TGGTCA_tag_AGCTAG,98.083,local,NA
BM882,1_1111_18465_15742_lib_TGGTCA_tag_AGCTAG,98.397,local,NA
BM882,1_1104_19859_16502_lib_TGGTCA_tag_AGCTAG,97.106,local,NA
BM884,1_1101_22829_9912_lib_ACATCG_tag_ACAGTC,99.628,local,NA
BM884,1_2110_8336_6544_lib_ACATCG_tag_ATCGAC,99.257,local,NA
BM884,1_2101_20701_11369_lib_ACATCG_tag_ACTAGC,99.257,local,NA
BM9,1_1108_26030_7114_lib_GGAACT_tag_ATAGCA,99.642,local,NA
BM980,1_2104_25841_18657_lib_ATTGGC_tag_ATAGCA,99.681,local,NA
BM980,1_1102_13255_21630_lib_CACTGT_tag_AGCTAG,100,local,NA
BM980,1_2103_16007_24260_lib_ATTGGC_tag_ATAGCA,98.722,local,NA
BMBM-0036,1_1112_6557_22806_lib_ATTGGC_tag_ATAGCA,100,local,Pentidotea_wosnesenskii
BMBM-0038,1_1107_6221_4946_lib_GGACGG_tag_AGACGC,100,local,Pentidotea_wosnesenskii
BMBM-0045,1_1106_8955_4973_lib_GGACGG_tag_AGACGC,100,local,Amphipoda
BMBM-0080,1_2104_12265_8816_lib_GATCTG_tag_ATAGCA,99.042,local,Melanochlamys_diomedea
BMBM-0081,1_1108_14350_20634_lib_GATCTG_tag_ACAGTC,100,local,Haminoea_vesicula
BMBM-0081,1_2106_24061_22261_lib_GGACGG_tag_ACAGTC,99.681,local,Haminoea_vesicula
BMBM-0086,1_1101_15999_13177_lib_ATTGGC_tag_AGACGC,99.681,local,Hermissenda_crassicornis
BMBM-0086,1_2111_7680_18727_lib_ATTGGC_tag_AGCTAG,99.361,local,Hermissenda_crassicornis
BMBM-0086,1_1104_23575_13439_lib_GGAACT_tag_AGTCAT,99.361,local,Hermissenda_crassicornis
BMBM-0087,1_1101_9705_9312_lib_ATTGGC_tag_ACTAGC,99.042,local,Diaulula_sandiegensis
BMBM-0087,1_1102_8156_9608_lib_ATTGGC_tag_ACTAGC,99.038,local,Diaulula_sandiegensis
BMBM-0087,1_1105_8555_16817_lib_GGACGG_tag_ATAGCA,99.357,local,Diaulula_sandiegensis
BMBM-0087,1_2119_15120_12644_lib_TACAAG_tag_ATCGAC,98.722,local,Diaulula_sandiegensis
BMBM-0087,1_1102_12914_6581_lib_ATTGGC_tag_ACTAGC,99.035,local,Diaulula_sandiegensis
BMBM-0087,1_1101_17421_10623_lib_TGGTCA_tag_ATAGCA,98.697,local,Diaulula_sandiegensis
BMBM-0087,1_1108_6981_8942_lib_TGGTCA_tag_ATAGCA,97.712,local,Diaulula_sandiegensis
BMBM-0087,1_1113_11600_16259_lib_TGGTCA_tag_ATAGCA,98.083,local,Diaulula_sandiegensis
BMBM-0087,1_2102_9824_10437_lib_TGGTCA_tag_ATAGCA,99.032,local,Diaulula_sandiegensis
BMBM-0089,1_2108_18069_21758_lib_ACATCG_tag_ATGTCG,99.681,local,Onchidoris_bilamellata
BMBM-0089,1_2112_7902_10273_lib_GATCTG_tag_ACAGTC,100,local,Onchidoris_bilamellata
BMBM-0105,1_1114_9009_23069_lib_GGAACT_tag_AGTCAT,99.359,local,Halosydna_brevisetosa_B
BMBM-0114,1_2113_23305_22696_lib_ACATCG_tag_AGACGC,99.361,local,Triopha_catalinae
BMBM-0114,1_1116_7118_8695_lib_ATTGGC_tag_AGTGTA,98.722,local,Triopha_catalinae
BMBM-0114,1_1102_23301_3756_lib_GATCTG_tag_AGACGC,99.042,local,Triopha_catalinae
BMBM-0114,1_1106_5017_20489_lib_GGAACT_tag_AGACGC,99.361,local,Triopha_catalinae
BMBM-0114,1_1105_18576_16484_lib_TGACAT_tag_AGACGC,99.035,local,Triopha_catalinae
BMBM-0114,1_1116_15316_3453_lib_TGACAT_tag_AGACGC,99.349,local,Triopha_catalinae
BMBM-0114,1_1102_20516_4759_lib_TGACAT_tag_AGTGTA,97.394,local,Triopha_catalinae
BMBM-0114,1_1113_26125_9621_lib_TGACAT_tag_AGTGTA,97.72,local,Triopha_catalinae
BMBM-0132,1_1115_22858_21998_lib_CACTGT_tag_ATGTCG,99.681,local,Pyuridae
BMBM-0132,1_1101_10206_5634_lib_ATTGGC_tag_ACTAGC,100,local,Pyuridae
BMBM-0132,1_1119_23122_12016_lib_CACTGT_tag_ATGTCG,98.403,local,Pyuridae
BMBM-0132,1_1107_19055_11641_lib_CACTGT_tag_ATGTCG,99.674,local,Pyuridae
BMBM-0132,1_2117_16934_12476_lib_TGGTCA_tag_ATGTCG,99.681,local,Pyuridae
BMBM-0134,1_1106_16937_15920_lib_ACATCG_tag_AGACGC,100,local,Styela_gibbsi
BMBM-0134,1_1107_23680_6704_lib_ATTGGC_tag_ACTAGC,99.674,local,Styela_gibbsi
BMBM-0134,1_2112_29434_12687_lib_ATTGGC_tag_AGTCAT,99.681,local,Styela_gibbsi
BMBM-0134,1_1111_18477_10809_lib_ATTGGC_tag_ACTAGC,99.681,local,Styela_gibbsi
BMBM-0134,1_1107_27104_12259_lib_ACATCG_tag_AGACGC,100,local,Styela_gibbsi
BMBM-0167,1_1109_19275_1788_lib_GATCTG_tag_AGCTAG,99.681,local,Tellina_modesta
BMBM-0168,1_1101_10118_16095_lib_ACATCG_tag_ATCGAC,100,local,Alitta_saltoni
BMBM-0168,1_2112_13102_20870_lib_CACTGT_tag_AGTGTA,100,local,Alitta_saltoni
BMBM-0168,1_2103_8735_5727_lib_CACTGT_tag_AGACGC,99.679,local,Alitta_saltoni
BMBM-0168,1_2103_18001_12296_lib_ACATCG_tag_ATCGAC,100,local,Alitta_saltoni
BMBM-0168,1_2119_13789_6279_lib_CACTGT_tag_ATCGAC,99.679,local,Alitta_saltoni
BMBM-0169;BMBM-0162;BMBM-0070,1_2106_4950_12263_lib_CACTGT_tag_AGCTAG,100,local,Pontogeneia;Ponotogeneia;Ponotogeneia
BMBM-0173,1_1101_10355_7656_lib_ACATCG_tag_AGACGC,99.681,local,Eupentacta_quinquesemita
BMBM-0173,1_1118_9969_3247_lib_ACATCG_tag_AGACGC,99.357,local,Eupentacta_quinquesemita
BMBM-0173,1_2105_7164_17214_lib_ATTGGC_tag_AGACGC,99.361,local,Eupentacta_quinquesemita
BMBM-0173,1_1115_14236_24526_lib_TGACAT_tag_AGACGC,99.357,local,Eupentacta_quinquesemita
BMBM-0173,1_1101_15020_21852_lib_ACATCG_tag_AGACGC,99.361,local,Eupentacta_quinquesemita
BMBM-0173,1_1103_14646_16342_lib_CACTGT_tag_ACTAGC,99.042,local,Eupentacta_quinquesemita
BMBM-0173,1_2106_18347_16226_lib_CACTGT_tag_ACTAGC,99.359,local,Eupentacta_quinquesemita
BMBM-0173,1_1104_11719_22360_lib_CACTGT_tag_AGCTAG,98.722,local,Eupentacta_quinquesemita
BMBM-0173,1_1103_23246_10719_lib_CACTGT_tag_AGTCAT,99.042,local,Eupentacta_quinquesemita
BMBM-0173,1_1117_9686_6716_lib_ACATCG_tag_AGACGC,99.361,local,Eupentacta_quinquesemita
BMBM-0173,1_1103_5359_18627_lib_ATTGGC_tag_AGACGC,99.361,local,Eupentacta_quinquesemita
BMBM-0173,1_2116_8389_5469_lib_GGACGG_tag_AGACGC,99.038,local,Eupentacta_quinquesemita
BMBM-0173,1_1117_13766_12803_lib_TGGTCA_tag_AGACGC,99.357,local,Eupentacta_quinquesemita
BMBM-0185,1_1101_15981_14680_lib_ACATCG_tag_AGTCAT,99.681,local,Lacuna_vincta
BMBM-0185,1_1101_18832_24604_lib_ACATCG_tag_AGTCAT,99.678,local,Lacuna_vincta
BMBM-0185,1_2103_16619_2152_lib_ATTGGC_tag_AGACGC,99.359,local,Lacuna_vincta
BMBM-0185,1_1101_13080_10637_lib_ACATCG_tag_AGTCAT,99.679,local,Lacuna_vincta
BMBM-0185,1_2104_10210_3016_lib_GGAACT_tag_ACAGTC,99.042,local,Lacuna_vincta
BMBM-0185,1_1110_11937_15641_lib_GGAACT_tag_ACGTAT,99.035,local,Lacuna_vincta
BMBM-0185,1_1110_4324_13205_lib_GGAACT_tag_AGTCAT,99.359,local,Lacuna_vincta
BMBM-0185,1_1119_14370_3230_lib_TGACAT_tag_ACTAGC,99.361,local,Lacuna_vincta
BMBM-0185,1_1103_9423_13184_lib_ACATCG_tag_AGTCAT,99.678,local,Lacuna_vincta
BMBM-0185,1_2112_15512_12932_lib_GGACGG_tag_AGTCAT,99.032,local,Lacuna_vincta
BMBM-0185,1_2113_12782_19142_lib_TGACAT_tag_ACTAGC,99.035,local,Lacuna_vincta
BMBM-0185,1_1105_22567_4468_lib_ACATCG_tag_AGTCAT,99.359,local,Lacuna_vincta
BMBM-0185,1_1105_13666_21278_lib_ACATCG_tag_AGTCAT,99.359,local,Lacuna_vincta
BMBM-0185,1_1102_26239_8536_lib_TGACAT_tag_ACTAGC,99.042,local,Lacuna_vincta
BMBM-0185,1_2107_14327_25028_lib_TGACAT_tag_ACTAGC,99.359,local,Lacuna_vincta
BMBM-0185,1_1112_4802_18447_lib_TGACAT_tag_AGACGC,98.718,local,Lacuna_vincta
BMBM-0185,1_1117_23585_18667_lib_TGACAT_tag_AGACGC,99.359,local,Lacuna_vincta
BMBM-0186,1_1103_18286_12160_lib_ACATCG_tag_AGTCAT,100,local,Lacuna_vincta
BMBM-0186,1_2106_3232_7787_lib_ACATCG_tag_AGTCAT,99.677,local,Lacuna_vincta
BMBM-0186,1_1102_9719_2668_lib_ACATCG_tag_AGTCAT,99.357,local,Lacuna_vincta
BMBM-0186,1_2102_3294_7401_lib_ACATCG_tag_ATGTCG,99.678,local,Lacuna_vincta
BMBM-0186,1_2115_21214_6895_lib_GATCTG_tag_ACGTAT,99.678,local,Lacuna_vincta
BMBM-0186,1_1108_16474_19247_lib_GATCTG_tag_AGTCAT,99.678,local,Lacuna_vincta
BMBM-0186,1_1101_21700_5589_lib_GGAACT_tag_ACAGTC,99.357,local,Lacuna_vincta
BMBM-0186,1_1101_4601_14133_lib_GGAACT_tag_ACAGTC,99.035,local,Lacuna_vincta
BMBM-0186,1_1105_6216_14978_lib_ACATCG_tag_AGTCAT,99.678,local,Lacuna_vincta
BMBM-0186,1_1106_15398_12565_lib_GGAACT_tag_ACAGTC,99.035,local,Lacuna_vincta
BMBM-0186,1_1109_12379_17275_lib_GGAACT_tag_AGTCAT,99.678,local,Lacuna_vincta
BMBM-0186,1_1101_20698_5069_lib_GGAACT_tag_ATAGCA,100,local,Lacuna_vincta
BMBM-0186,1_1102_16831_8821_lib_ACATCG_tag_AGTCAT,100,local,Lacuna_vincta
BMBM-0186,1_1118_27922_7976_lib_TGACAT_tag_ACTAGC,100,local,Lacuna_vincta
BMBM-0186,1_1101_15004_4341_lib_ACATCG_tag_AGTCAT,100,local,Lacuna_vincta
BMBM-0186,1_2106_9813_23968_lib_TGACAT_tag_ACTAGC,99.677,local,Lacuna_vincta
BMBM-0186,1_1101_14599_6036_lib_TGACAT_tag_AGACGC,99.677,local,Lacuna_vincta
BMBM-0186,1_1101_14556_14797_lib_TGACAT_tag_AGACGC,99.677,local,Lacuna_vincta
BMBM-0186,1_1115_24093_9062_lib_GGAACT_tag_ACAGTC,99.357,local,Lacuna_vincta
BMBM-0187,1_1101_12080_22312_lib_ACATCG_tag_AGTCAT,99.681,local,Lacuna_variegata
BMBM-0187,1_1107_19287_23705_lib_ACATCG_tag_AGTCAT,98.397,local,Lacuna_variegata
BMBM-0187,1_1112_27713_17189_lib_ACATCG_tag_AGTCAT,98.718,local,Lacuna_variegata
BMBM-0187,1_1101_10642_11080_lib_GGACGG_tag_AGTCAT,99.038,local,Lacuna_variegata
BMBM-0187,1_1111_14926_6102_lib_TGGTCA_tag_ATGTCG,99.361,local,Lacuna_variegata
BMBM-0188,1_1102_25576_7289_lib_ACATCG_tag_AGTCAT,99.361,local,Lacuna_variegata
BMBM-0188,1_1101_14030_4609_lib_GGAACT_tag_ACAGTC,99.361,local,Lacuna_variegata
BMBM-0188,1_1110_24376_5892_lib_TGACAT_tag_AGACGC,99.681,local,Lacuna_variegata
BMBM-0289,1_2117_16047_8200_lib_ACATCG_tag_ACAGTC,100,local,Megamoera_subtener
BMBM-0289,1_2101_6863_21716_lib_ACATCG_tag_ACAGTC,100,local,Megamoera_subtener
BMBM-0289,1_1115_10760_9202_lib_ACATCG_tag_ACTAGC,97.444,local,Megamoera_subtener
BMBM-0289,1_1103_15809_16903_lib_ACATCG_tag_ATAGCA,97.115,local,Megamoera_subtener
BMBM-0289,1_1119_8470_13237_lib_ACATCG_tag_ATCGAC,97.436,local,Megamoera_subtener
BMBM-0405,1_1101_15335_3590_lib_ACATCG_tag_ACAGTC,100,local,Ianiropsis
BMBM-0405,1_1110_23347_16497_lib_ACATCG_tag_ACAGTC,99.681,local,Ianiropsis
BMBM-0405,1_2105_19679_4573_lib_ACATCG_tag_ACTAGC,99.681,local,Ianiropsis
BMBM-0405,1_2111_11422_16176_lib_GGAACT_tag_AGTCAT,99.681,local,Ianiropsis
BMBM-0405,1_2119_13067_15876_lib_ACATCG_tag_ACAGTC,99.681,local,Ianiropsis
BMBM-0427,1_2117_2606_10157_lib_ACATCG_tag_ACGTAT,99.639,local,Margarites_pupillus
BMBM-0427,1_1108_19885_2331_lib_ACATCG_tag_ATGTCG,100,local,Margarites_pupillus
BMBM-0427,1_1118_15282_3154_lib_ACATCG_tag_ATGTCG,99.639,local,Margarites_pupillus
BMBM-0427,1_1116_17622_5868_lib_GATCTG_tag_AGACGC,99.639,local,Margarites_pupillus
BMBM-0427,1_1109_20314_23294_lib_GATCTG_tag_ATCGAC,99.639,local,Margarites_pupillus
BMBM-0427,1_2117_3284_9509_lib_GATCTG_tag_ATCGAC,99.278,local,Margarites_pupillus
BMBM-0427,1_1114_23076_3515_lib_TGACAT_tag_AGACGC,100,local,Margarites_pupillus
BMBM-0457,1_2114_17809_5673_lib_TGACAT_tag_ATCGAC,98.556,local,Pentamera_rigida
BMBM-0460_Contig_1,1_1103_23176_11376_lib_ATTGGC_tag_ATAGCA,100,local,Balanus
BMBM-0464,1_1101_12523_18671_lib_ACATCG_tag_ACAGTC,100,local,Psolidium_bidiscum
BMBM-0464,1_1104_7614_16168_lib_ATTGGC_tag_ACTAGC,99.681,local,Psolidium_bidiscum
BMBM-0464,1_1115_23251_17536_lib_ACATCG_tag_AGACGC,99.361,local,Psolidium_bidiscum
BMBM-0464,1_1104_16944_25005_lib_ATTGGC_tag_AGCTAG,99.681,local,Psolidium_bidiscum
BMBM-0464,1_1108_16096_10316_lib_ACATCG_tag_ACAGTC,99.681,local,Psolidium_bidiscum
BMBM-0464,1_2113_14497_11507_lib_ACATCG_tag_AGCTAG,99.681,local,Psolidium_bidiscum
BMBM-0478;BMBM-0854,1_1106_3054_9890_lib_GATCTG_tag_ACGTAT,100,local,Lepidasthenia_longicirrata;Lepidasthenia_longicirrata
BMBM-0478;BMBM-0854,1_1107_20819_23092_lib_GATCTG_tag_ATCGAC,100,local,Lepidasthenia_longicirrata;Lepidasthenia_longicirrata
BMBM-0479,1_1116_9978_23454_lib_TGGTCA_tag_ATAGCA,98.077,local,Modiolus_modiolus
BMBM-0479,1_2106_21179_12130_lib_ACATCG_tag_AGTGTA,98.718,local,Modiolus_modiolus
BMBM-0479,1_1104_20446_17490_lib_ACATCG_tag_ATCGAC,99.681,local,Modiolus_modiolus
BMBM-0479,1_2114_5859_20347_lib_CACTGT_tag_ATAGCA,99.681,local,Modiolus_modiolus
BMBM-0479,1_2114_18615_9829_lib_GATCTG_tag_ACGTAT,99.042,local,Modiolus_modiolus
BMBM-0479,1_2110_19698_20668_lib_ACATCG_tag_ATGTCG,99.678,local,Modiolus_modiolus
BMBM-0479,1_2117_5697_15561_lib_ATTGGC_tag_AGTCAT,99.035,local,Modiolus_modiolus
BMBM-0479,1_1110_8726_14525_lib_ATTGGC_tag_AGTCAT,98.722,local,Modiolus_modiolus
BMBM-0479,1_2117_27709_17952_lib_CACTGT_tag_ACAGTC,99.679,local,Modiolus_modiolus
BMBM-0479,1_1106_17222_19936_lib_GATCTG_tag_ACGTAT,98.083,local,Modiolus_modiolus
BMBM-0479,1_1104_17336_14250_lib_GGAACT_tag_ATAGCA,99.359,local,Modiolus_modiolus
BMBM-0479,1_1102_2113_15845_lib_TTGACT_tag_AGTCAT,99.038,local,Modiolus_modiolus
BMBM-0479,1_1108_21847_7439_lib_GATCTG_tag_ATAGCA,98.722,local,Modiolus_modiolus
BMBM-0479,1_1118_9394_23005_lib_GGAACT_tag_ACGTAT,99.359,local,Modiolus_modiolus
BMBM-0479,1_1102_19330_6799_lib_GGAACT_tag_AGTCAT,99.038,local,Modiolus_modiolus
BMBM-0479,1_1110_14909_13288_lib_GATCTG_tag_ACGTAT,99.361,local,Modiolus_modiolus
BMBM-0479,1_1103_22697_3590_lib_GGAACT_tag_ATAGCA,99.361,local,Modiolus_modiolus
BMBM-0479,1_1107_14381_17151_lib_GGAACT_tag_ATAGCA,98.722,local,Modiolus_modiolus
BMBM-0479,1_1118_22383_4084_lib_GGAACT_tag_AGTCAT,99.678,local,Modiolus_modiolus
BMBM-0479,1_1101_15266_10058_lib_GGAACT_tag_ATAGCA,97.749,local,Modiolus_modiolus
BMBM-0479,1_1118_13425_17127_lib_GGAACT_tag_ATAGCA,98.392,local,Modiolus_modiolus
BMBM-0479,1_1101_24400_11113_lib_GGAACT_tag_ATAGCA,99.038,local,Modiolus_modiolus
BMBM-0479,1_1115_27508_14098_lib_GGAACT_tag_ATAGCA,99.359,local,Modiolus_modiolus
BMBM-0479,1_1107_8619_20490_lib_GGAACT_tag_ATGTCG,98.714,local,Modiolus_modiolus
BMBM-0479,1_2105_25228_8339_lib_TGGTCA_tag_AGTCAT,98.718,local,Modiolus_modiolus
BMBM-0479,1_2109_22472_20745_lib_GGACGG_tag_ACGTAT,99.035,local,Modiolus_modiolus
BMBM-0479,1_2110_11067_11580_lib_GATCTG_tag_AGCTAG,99.681,local,Modiolus_modiolus
BMBM-0479,1_2105_16637_19046_lib_GATCTG_tag_ACGTAT,99.038,local,Modiolus_modiolus
BMBM-0479,1_1101_7387_9541_lib_TGGTCA_tag_ACGTAT,99.361,local,Modiolus_modiolus
BMBM-0479,1_2105_23539_4104_lib_TGGTCA_tag_AGTCAT,99.032,local,Modiolus_modiolus
BMBM-0479,1_1102_29435_14242_lib_TGGTCA_tag_AGTCAT,98.932,local,Modiolus_modiolus
BMBM-0479,1_1119_8180_24774_lib_TGGTCA_tag_AGTCAT,98.392,local,Modiolus_modiolus
BMBM-0479,1_1117_11315_8917_lib_TGGTCA_tag_AGTCAT,98.077,local,Modiolus_modiolus
BMBM-0479,1_1105_14716_7899_lib_TGGTCA_tag_AGTCAT,98.71,local,Modiolus_modiolus
BMBM-0479,1_1113_23022_7419_lib_TGGTCA_tag_AGTCAT,99.361,local,Modiolus_modiolus
BMBM-0479,1_1103_21093_7630_lib_TGGTCA_tag_AGTCAT,98.722,local,Modiolus_modiolus
BMBM-0491;BMBM-0872_Contig_1,1_1102_12280_14035_lib_ACATCG_tag_ACAGTC,99.681,local,Harmothoe_extenuata;Exogone
BMBM-0491;BMBM-0872_Contig_1,1_1109_18353_22126_lib_GGAACT_tag_ATCGAC,99.042,local,Harmothoe_extenuata;Exogone
BMBM-0491;BMBM-0872_Contig_1,1_1109_13303_19491_lib_ACATCG_tag_ACAGTC,100,local,Harmothoe_extenuata;Exogone
BMBM-0491;BMBM-0872_Contig_1,1_1102_28136_14867_lib_GGAACT_tag_ATCGAC,99.681,local,Harmothoe_extenuata;Exogone
BMBM-0491;BMBM-0872_Contig_1,1_1110_13862_14493_lib_ACATCG_tag_ACTAGC,99.681,local,Harmothoe_extenuata;Exogone
BMBM-0491;BMBM-0872_Contig_1,1_1105_7634_19329_lib_ACATCG_tag_ACTAGC,99.681,local,Harmothoe_extenuata;Exogone
BMBM-0492,1_1109_10658_15013_lib_TGGTCA_tag_AGTCAT,99.042,local,Harmothoe_rarispina
BMBM-0499,1_1110_25743_4350_lib_ACATCG_tag_AGACGC,98.403,local,Boltenia_villosa
BMBM-0499,1_1111_16542_22129_lib_ACATCG_tag_AGCTAG,99.681,local,Boltenia_villosa
BMBM-0499,1_1102_21875_15089_lib_ACATCG_tag_ATGTCG,98.722,local,Boltenia_villosa
BMBM-0499,1_1101_11575_12890_lib_ATTGGC_tag_AGTGTA,98.403,local,Boltenia_villosa
BMBM-0499,1_2106_3339_8519_lib_ATTGGC_tag_ATGTCG,99.361,local,Boltenia_villosa
BMBM-0499,1_1101_10100_12011_lib_CACTGT_tag_AGTGTA,98.403,local,Boltenia_villosa
BMBM-0499,1_1101_10928_17564_lib_CACTGT_tag_AGTGTA,99.361,local,Boltenia_villosa
BMBM-0499,1_1107_20126_12856_lib_CACTGT_tag_AGTGTA,97.444,local,Boltenia_villosa
BMBM-0499,1_2101_25130_20047_lib_CACTGT_tag_AGTCAT,98.403,local,Boltenia_villosa
BMBM-0499,1_1114_23854_16484_lib_TGGTCA_tag_AGTGTA,99.361,local,Boltenia_villosa
BMBM-0499,1_1101_14179_9564_lib_TGGTCA_tag_AGCTAG,99.361,local,Boltenia_villosa
BMBM-0499,1_1110_17679_14166_lib_TGGTCA_tag_AGCTAG,97.945,local,Boltenia_villosa
BMBM-0499,1_2115_6118_20052_lib_TGGTCA_tag_AGTCAT,98.653,local,Boltenia_villosa
BMBM-0499,1_1112_15651_2212_lib_CACTGT_tag_ACGTAT,98.403,local,Boltenia_villosa
BMBM-0566,1_1119_21479_4881_lib_ATTGGC_tag_AGTCAT,100,local,Ampithoe_lacertosa
BMBM-0600,1_1118_5770_16215_lib_GGACGG_tag_ACAGTC,100,local,Heterophoxus_oculatus
BMBM-0604;BMBM-0109,1_1103_19989_19342_lib_GGAACT_tag_AGTCAT,99.359,local,Halosydna_brevisetosa_B;Halosydna_brevisetosa_B
BMBM-0604;BMBM-0109,1_1113_22623_15241_lib_ATTGGC_tag_ACAGTC,100,local,Halosydna_brevisetosa_B;Halosydna_brevisetosa_B
BMBM-0604;BMBM-0109,1_1109_15157_25062_lib_ATTGGC_tag_ACAGTC,100,local,Halosydna_brevisetosa_B;Halosydna_brevisetosa_B
